Candidate_ID,Candidate_Name,Party_Name
2170,DOMAN CHANDRA BHAKAT,Bhagidari Party(P)
2171,BISHWANATH MAHATO,Independent
2172,ARUN MAHATO,Independent
2173,DHARMU TUDU,Ambedkarite Party of India
2174,ARUN KUMAR SHARMA,Bhartiya Azad Sena
2175,BIDYUT BARAN MAHATO,Bharatiya Janata Party
2176,ANGAD MAHATO,Amra Bangalee
2177,SUKUMAR SOREN,Bharat Adivasi Party
2178,PARWATI KISKU,Independent
2179,JITENDRA SINGH,Independent
2180,SANAKA MAHATO,Socialist Unity Centre Of India (COMMUNIST)
2181,SHAIKH AKHIRUDDIN,Bahujan Maha Party
2182,INDRA DEO PRASAD,Independent
2183,GYAN SAGAR PRASAD,Independent
2184,G JAYRAM DAS,Independent
2185,MANOJ GUPTA,Lokhit Adhikar Party
2186,BABLU PRASAD DANGI,Independent
2187,JUJHAR SOREN,Independent
2188,SAURAV VISHNU,Independent
2189,ASHOK KUMAR,Peoples Party of India (Democratic)
2190,MAHESH KUMAR,Right to Recall Party
2191,ASHA KUMARI RUNDA,Independent
2192,KRISHNA MARDI,Jharkhand Mukti Morcha  (Ulgulan)
2193,BISHWA VIJAY MARDI,Ambedkarite Party of India
2194,DAMODAR SINGH HANSDA,Independent
2195,PARDESHI LAL MUNDA,Bahujan Samaj Party
2196,SANGRAM MARDI,Independent
2197,GEETA KORA,Bharatiya Janata Party
2198,MADHAV CHANDRA KUNKAL,Independent
2199,JOBA MAJHI,Jharkhand Mukti Morcha
2200,SUDHA RANI BESRA,Peoples Party of India (Democratic)
2201,DURGA LAL MURMU,Independent
2202,CHITRASEN SINKU,Jharkhand Party
2203,BIR SINGH DEOGAM,Right to Recall Party
2204,PANMANI SINGH,Socialist Unity Centre Of India (COMMUNIST)
2205,ARPANA HANS,Jharkhand Party
2206,KALI CHARAN MUNDA,Indian National Congress
2207,BASANT KUMAR LONGA,Independent
2208,SAVITRI DEVI,Bahujan Samaj Party
2209,ARJUN MUNDA,Bharatiya Janata Party
2210,BABITA KACHHAP,Bharat Adivasi Party
2211,PASTAR SANJAY KUMAR TIRKEY,Independent
2212,RANJEET BHAGAT,Independent
2213,ARPAN DEO BHAGAT,Independent
2214,SUKHDEO BHAGAT,Indian National Congress
2215,CHAMRA LINDA,Independent
2216,ARJUN TOPPO,Independent
2217,MANI MUNDA,Bhagidari Party(P)
2218,SAMIR ORAON,Bharatiya Janata Party
2219,RAMCHANDRA BHAGAT,Lokhit Adhikar Party
2220,GIRJANANDAN URAON,Bahujan Samaj Party
2221,MAHENDRA ORAON,Communist Party of India
2222,STEPHAN KINDO,Independent
2223,BIHARI BHAGAT,Peoples Party of India (Democratic)
2224,SHANIYA ORAON,Independent
2225,MARIANUS TIGGA,Independent
2226,PAWAN TIGGA,Independent
2227,KAMESHWAR BAITHA,Bahujan Samaj Party
2228,BRAJESH KUMAR TURI,Rashtriya Samanta Dal
2229,GANESH RAVI,Independent
2230,MAMTA BHUIYAN,Rashtriya Janata Dal
2231,RAM VACHAN RAM,Bahujan Mukti Party
2232,MAHENDRA BAITHA,Socialist Unity Centre Of India (COMMUNIST)
2233,VISHNU DAYAL RAM,Bharatiya Janata Party
2234,VRINDA RAM,Peoples Party of India (Democratic)
2235,SANAN RAM,Lokhit Adhikar Party
2236,PRAKASH SONI,Bhartiya Azad Sena
2237,ABHISHEK KUMAR,Independent
2238,MANOJ KUMAR BEDIA,Independent
2239,ANIRUDDH KUMAR,Communist Party of India
2240,VINOD KUMAR RANA,Independent
2241,BHUNESHWAR BEDIYA,Samata Party
2242,CHHATHI DEVI,Akhil Bhartiya Parivar Party
2243,RAJ KUMAR,Jharkhand Party
2244,JAI PRAKASH BHAI PATEL,Indian National Congress
2245,SANJAY KUMAR MEHTA,Independent
2246,MD. SERAJ,Independent
2247,MD. MOIN UDDIN AHMAD,Bahujan Samaj Party
2248,SHASHI BHUSHAN KESHRI,Independent
2249,NISHANT KUMAR SINHA,Peoples Party of India (Democratic)
2250,MANISH JAISWAL,Bharatiya Janata Party
2251,KUNJ BIHARI KUMAR,Lokhit Adhikar Party
2252,SHYAM BIHARI PRAJAPATI,Bhagidari Party(P)
2253,YASIN SHIRAJUDDIN PATAKI,Independent
2254,KALLOLIKAR SHAMBHU KRISHNA,Independent
2255,SHRENIK ANNASAHEB JANGATE,Independent
2256,SATTEPPA DASHARATH KALELI,Bharatheeya Jawan Kisan Party
2257,GAJANAN L. PUJARI,Independent
2258,PAVANKUMAR BABURAV MALAGE,Bahujan Bharat Party
2259,JITENDRA SUBHASH NERLE,Independent
2260,KASHINATH KALLAPPA KURANI,Independent
2261,MAHESH ASHOK KASAR,Independent
2262,PRIYANKA SATISH JARKIHOLI,Indian National Congress
2263,BHIMASEN DATTU SANADI,Independent
2264,DR|| KADAYYA HIREMATH (SWAMIJI),Independent
2265,SAMMED SARADAR VARDHAMANE,Independent
2266,KUMAR SAMBHAJI DONGARE,Karnataka Rashtra Samithi
2267,VILAS MANNUR,Independent
2268,APPASAHEB SHRIPATI KURANE,Sarva Janata Party
2269,ANNASAHEB SHANKAR JOLLE,Bharatiya Janata Party
2270,MOHAN GURAPPA MOTANNAVAR,Independent
2271,MAHADEV PATIL,Independent
2272,VIJAY S METHRANI,Independent
2273,ASHPAKAHMAD USTAD,Independent
2274,NITIN ASHOK MHADAGUT,Independent
2275,JAGADISH SHETTAR,Bharatiya Janata Party
2276,LAXMAN JADAGANNAVAR,Socialist Unity Centre Of India (COMMUNIST)
2277,ASHOK P HANAJI,Independent
2278,PUNDALIK ITNAL,Independent
2279,ASHOK APPAYA APPUGOL,Bahujan Samaj Party
2280,RAVI SHIVAPPA PADASALAGI,Independent
2281,MRINAL R HEBBALKAR,Indian National Congress
2282,BASAPPA GURUSIDDAPPA KUMBAR,Karnataka Rashtra Samithi
2283,PRAJAAKEEYA MALLAPPA CHOGALA (PREM),Uttama Prajaakeeya Party
2284,SAMYUKTA SHIVANAND PATIL,Indian National Congress
2285,PRASHANT RAO,Independent
2286,MUTTAPPA MUDAKAPPA HIREKUMBI,Raita Bharat Party
2287,ABDULAZIZ KALADAGI PENDARI,Independent
2288,DATTATREYA DASHARATHA TAVARE,Independent
2289,S. M. MARIGOUDAR,Desh Prem Party
2290,SHARANAPPA MALLAPPA KOTLANNAVAR,Independent
2291,SAIYYAD IMAMSAB JAKALI,Tipu Sultan Party
2292,AMBROSE D' MELLO,Independent
2293,JYOTI GULEDGUDDA,Independent
2294,M. B. SIDAGONI,Bahujan Samaj Party
2295,DR. MUTTU. S. SURAKOD. (MADAR),Independent
2296,SHANKAR. VENKAPPA. NAIKAR.,Republican Party of India (A)
2297,ANTHOSH SAVVASE,Uttama Prajaakeeya Party
2298,KENGANAL. MALLIKARJUN. BHIMAPPA,Independent
2299,NAGARAJ. S. KALKUTAGAR,Independent
2300,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,Bharatiya Janata Party
2301,PARASHURAM. LAXMAN. NEELANAIK,Independent
2302,SAGAR. BASAPPA. KUMBAR,Karnataka Rashtra Samithi
2303,MALLIKARJUN H. T.,Socialist Unity Centre Of India (COMMUNIST)
2304,RAJESAB BURANSAB. MASALI,Independent
2305,RAMJI YAMANAPPA BUDDHAPRIYA,Naki Bharatiya Ekta Party
2306,BHOVI TARABAI,Independent
2307,NAGAJYOTI.B.N.,Socialist Unity Centre Of India (COMMUNIST)
2308,RAMESH JIGAJINAGI,Bharatiya Janata Party
2309,RAJAKUMAR APPANNA HONNAKATTI,Rashtriya Samaj Paksha
2310,JITENDRA.ASHOK. KAMBLE,Republican Party of India (A)
2311,RAJU ALAGUR.,Indian National Congress
2312,GANAPATI  RATHOD (HANJAGI),Karnataka Rashtra Samithi
2313,SUNDAR,Independent
2314,JYOTI RAMESH CHAVAN,Independent
2315,VIJAY JADHAV,Karnataka Rashtra Samithi
2316,SHARANAPPA (PINTU),Independent
2317,B. VIJAYKUMAR CHINCHANSOORKAR,Prahar Janshakti Party
2318,HUCHESHWARA WATHAR GOUR,Bahujan Samaj Party
2319,DR. UMESH G JADHAV,Bharatiya Janata Party
2320,ANAND SINNUR,Independent
2321,TARABAI BHOVI,Independent
2322,RAJKUMAR,BhartiyaBahujanKranti Dal
2323,NAGENDRA RAO,Uttama Prajaakeeya Party
2324,RAMESH BHIMSING CHAVAN,Independent
2325,S.M.SHARMA,Socialist Unity Centre Of India (COMMUNIST)
2326,RADHAKRISHNA,Indian National Congress
2327,S. NARASANNA GOUDA NAYAKA,Bahujan Samaj Party
2328,RAMALINGAPPA,Socialist Unity Centre Of India (COMMUNIST)
2329,RAJA AMARESHWARA NAIK.,Bharatiya Janata Party
2330,MEDHAR SHAMRAO,Bhartiya Jan Samrat Party
2331,YALLAMMA DALAPATHI,Independent
2332,AMARESH,Independent
2333,G. KUMAR NAIK.,Indian National Congress
2334,BASAVA PRABHU. MEDA,Karnataka Rashtra Samithi
2335,SHIVRAJ ADIVEPPA SATWAR,Independent
2336,RAMVILAS RAMULALJI NAVANDAR,Independent
2337,GOPAL M.P. GARAMPALLI,Independent
2338,SAGAR ESHWAR KHANDRE,Indian National Congress
2339,DR. DINKAR MORE,Independent
2340,JAIRAJ KASHAPPA BUKKA ADVOCATE,Independent
2341,SRI ROPH ABDUL GANI,Independent
2342,BHAGWANTH KHUBA,Bharatiya Janata Party
2343,AMBADAS SOPANRAO HULSURE,Bahujan Bharat Party
2344,MAHESH GORNALKAR,Republican Party of India (A)
2345,BALBHEEM UNNE,Independent
2346,MOHD. SHAFEEQ UR RAHAMAN,All India Ulama Congress
2347,PUTARAJ,Bahujan Samaj Party
2348,RAMCHANDRA NARAYAN KACHAVE,Kranti Kari Jai Hind Sena
2349,WASEEMUDDIN,Independent
2350,RAMESH J CHAVAN,Karnataka Rashtra Samithi
2351,RIYAZ AHMED,Independent
2352,DILIP KADWAD,Independent
2353,NAGARAJ KALAL,Independent
2354,PA.YA. GANESH,Independent
2355,K. RAJASHEKAR BASAVARAJ HITNAL,Indian National Congress
2356,KAREEMPASHA GACHCHINMANI.,Independent
2357,C. SHARANA BASAPPA,Republican Party of India (Karnataka)
2358,RAMZANBEE,All India Ulama Congress
2359,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,Independent
2360,SHANKARA,Bahujan Samaj Party
2361,ANNOJI RAO. G,Sarva Janata Party
2362,KARADI BASAVARAJ,Independent
2363,DR . BASAVARAJ. K. SHARANAPPA,Bharatiya Janata Party
2364,RUKMINI,Independent
2365,SURESH. GOUDA MUNDINAMANE,Independent
2366,D DURGA PRASAD BYATARAYANAJI,Challengers Party
2367,IMAMSAB JANGLISAB MULLA,Independent
2368,HANAMESH . S . H. SHAKHAPUR,Independent
2369,MALLIKARJUN HADAPAD,Independent
2370,NIRUPADI K GOMARSI,Karnataka Rashtra Samithi
2371,SHARANAPPA,Socialist Unity Centre Of India (COMMUNIST)
2372,G. SWAMY,Navabharath Sena
2373,VEERESH,Independent
2374,MANJUNATHA GOSAL,Prahar Janshakti Party
2375,B. SREERAMULU,Bharatiya Janata Party
2376,CONDUCTOR PAMPAPATHI,Independent
2377,VALMIKI KRISHNAPPA,Bahujan Samaj Party
2378,ARUN.S.HIREHAL,Independent
2379,C. CHANNAVEERA,Karnataka Rashtra Samithi
2380,E. TUKARAM,Indian National Congress
2381,A. DEVADAS,Socialist Unity Centre Of India (COMMUNIST)
2382,RASHEEDA BEGUM,Indian Movement Party
2383,BASAVARAJ BOMMAI,Bharatiya Janata Party
2384,JAGADISH YALLAPPA BANKAPURA,Independent
2385,BASAVARAJ B HADI,Independent
2386,RUDRAPPA BASAPPA KUMBAR,Independent
2387,VISHWANATH SHEERI,Ekam Sanatan Bharat Dal
2388,SUNANDA KARIYAPPA SHIRHATTI,Independent
2389,DR. G H IMRAPUR,Independent
2390,GANGADHAR BADIGER,Socialist Unity Centre Of India (COMMUNIST)
2391,H K NARASIMHAPPA,Samajwadi Janata Party(Karnataka)
2392,TANU CHIKKANNA YADAV,Karnataka Rashtra Samithi
2393,ANANDSWAMY GADDADEVARMATH,Indian National Congress
2394,KHAJAMOHIDDIN GUDAGERI,Socialist Party (India)
2395,PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,Uttama Prajaakeeya Party
2396,PRAVEEN H. H.,Independent
2397,BANKAPUR SHOUKATALI,Tipu Sultan Party
2398,TAKAPPA YALLAPPA KALAL,Prahar Janshakti Party
2399,VENKATESH PRASAD. H,Indian Labour Party (Ambedkar Phule)
2400,MOHAMMED ISMAIL MUKTI,Bharatiya Prajagala Kalyana Paksha
2401,SHAKEELAHMAD.D.MULLA,Independent
2402,JAVEED AHAMED BELGAUMKAR.,Naki Bharatiya Ekta Party
2403,BALANAGOUDRA MALLIKARJUNAGOUDA,Independent
2404,S. S. PATIL,Independent
2405,VINOD DASHARATH GHODKE,"Proutist Bloc, India"
2406,NAGARAJ. KARENNAVAR.,Karnataka Rashtra Samithi
2407,DR. GURAPPA H IMRAPUR,Independent
2408,RAJU ANANTSA NAIKWADI,Independent
2409,VINOD ASOOTI,Indian National Congress
2410,SHARANABASAV GONAVAR,Socialist Unity Centre Of India (COMMUNIST)
2411,PRALHAD JOSHI,Bharatiya Janata Party
2412,BUGADI BASAVALINGAPPA IRAPPA,Uttama Prajaakeeya Party
2413,AVINASH. NARAYAN. PATIL.,Independent
2414,KRISHNA BALEGAR,Independent
2415,VINAYAK NAIK,Karnataka Rashtra Samithi
2416,ARAVIND GOWDA,Independent
2417,RAJSHEKHAR. SHANKAR. HINDALAGI.,Independent
2418,K. P. PATIL,Independent
2419,NIRANJAN UDAYSINH SIRDESAI,Independent
2420,GANAPATI HEGDE,Socialist Unity Centre Of India (COMMUNIST)
2421,PRAJAAKEEYA SUNIL,Uttama Prajaakeeya Party
2422,NAGARAJ. ANANT. SHIRALI.,Independent
2423,DR. ANJALI NIMBALKAR,Indian National Congress
2424,CHIDANAND  HANUMANTHAPPA HARIJAN,Independent
2425,VISHWESHWAR HEGDE KAGERI,Bharatiya Janata Party
2426,K.S. VEERBHADRAPPA,Karnataka Rashtra Samithi
2427,G.M.GAYITRI SIDDESHI,Independent
2428,G.B.VINAY KUMAR,Independent
2429,M.C.SREENIVAS,Bharatiya Prajagala Kalyana Paksha
2430,G.M.BARKATH ALI BASHA,Independent
2431,MAHABUB BASHA,Independent
2432,GAYITHRI SIDDESHWARA,Bharatiya Janata Party
2433,PEDDAPPA S,Independent
2434,ANABERU THIPPESWAMY,Socialist Unity Centre Of India (COMMUNIST)
2435,DODDESH.H.S,Janahitha Paksha
2436,ABDUL NAZEER AHAMMED,Independent
2437,MANJU. MARIKOPPA,Independent
2438,SALEEM S,Independent
2439,RASHEED KHAN,Independent
2440,PARAVEEJ.H,Independent
2441,TASLIM BANU,Independent
2442,RAVINAIK. B,Independent
2443,M.G.SRIKANTH,Navabharath Sena
2444,SYED ZABIULLA.K,Independent
2445,T.CHANDRU,Independent
2446,MOHAMED HAYATH.M,Independent
2447,M.P. KHALANDAR,Country Citizen Party
2448,BARKATH ALI,Independent
2449,VEERESH.S (LION VEERESH),Rani Chennamma Party
2450,A.K.GANESH,Independent
2451,RUDRESHA.K.H,Samaj Vikas Kranti Party
2452,D. HANUMANTHAPPA,Bahujan Samaj Party
2453,T.JABEENA AAPA,Independent
2454,DR. PRABHA MALLIKARJUN,Indian National Congress
2455,ESHWARA SHENGA,Uttama Prajaakeeya Party
2456,G. JAYADEVA,Independent
2457,GEETHA SHIVARAJKUMAR,Indian National Congress
2458,E.H. NAYAK,Independent
2459,CHANDRASHEKAR. H C,Independent
2460,BANDI,Independent
2461,SANDESH SHETTY. A,Independent
2462,D.S. ESHWARAPPA,Independent
2463,P. SRIPATHI. BHAT,Independent
2464,IMTIYAZ A. ATTAR,Independent
2465,RAVIKUMARA N.,Independent
2466,K. S. ESHWARAPPA,Independent
2467,POOJA N. ANNAIAH,Independent
2468,H SURESH POOJARI,Independent
2469,SHIVARUDRAIAH SWAMY,Independent
2470,B.Y.RAGHAVENDRA,Bharatiya Janata Party
2471,MOHAMMED YUSUF KHAN,Young Star Empowerment Party
2472,A.D. SHIVAPPA,Bahujan Samaj Party
2473,JOHN BENNY,Independent
2474,GANESH. B (BELLI),Independent
2475,KUNAJE MANJUNATHA GOWDA,Independent
2476,N. V. NAVEEN KUMAR,Independent
2477,S.K PRABHU,Karnataka Rashtra Samithi
2478,ARUNA KANAHALLI,Uttama Prajaakeeya Party
2479,SACHIN B.K,Uttama Prajaakeeya Party
2480,SUPREETH KUMAR POOJARY KATEEL,Janahitha Paksha
2481,M. K. DAYANANDA,Proutist Sarva Samaj
2482,KOTA SRINIVAS POOJARY,Bharatiya Janata Party
2483,K. JAYAPRAKASH HEGDE,Indian National Congress
2484,VIJAY KUMAR M. G,Independent
2485,L. RANGANATH GOWDA,Karnataka Rashtra Samithi
2486,SHABAREESH,Karunada Sevakara Party
2487,SUDHEER KANCHAN MARAKALA,Independent
2488,K.T. RADHAKRISHNA,Bahujan Samaj Party
2489,SHIVARAJ. B,Republican Party of India Bharatha
2490,SHREYAS. M. PATEL,Indian National Congress
2491,SIDDABHOVI,Independent
2492,S.K. NINGARAJA,Bahujan Bharat Party
2493,HEMANTH GAVEESH,Independent
2494,B.N. SURESHA (SURESHGOWDA),Independent
2495,PRAJWAL REVANNA,Janata Dal  (Secular)
2496,K.R. GANGADHARAPPA,Independent
2497,PRATHAPA K.A,Uttama Prajaakeeya Party
2498,R.G. SATHISHA RAMEDEVARAPURA,Independent
2499,SANTHOSH B.N,Independent
2500,GANGADHAR BAHUJAN,Bahujan Samaj Party
2501,BASAVARAJU J.D (EX-ARMY),Independent
2502,H D REVANNA,Purvanchal Mahapanchayat
2503,DEVARAJ M.Y,Karnataka Rashtra Samithi
2504,CAPTAIN BRIJESH CHOWTA,Bharatiya Janata Party
2505,MAXIM PINTO,Independent
2506,KANTHAPPA ALANGAR,Bahujan Samaj Party
2507,PADMARAJ.R.POOJARY,Indian National Congress
2508,SUPREETH KUMAR POOJARY  KATEEL,Independent
2509,DEEPAK RAJESH COELHO,Independent
2510,PRAJAAKEEYA MANOHARA,Uttama Prajaakeeya Party
2511,RANJINI. M,Karnataka Rashtra Samithi
2512,DURGA PRASAD,Karunada Sevakara Party
2513,SUPREETH KUMAR POOJARY  KATEEL,Janata Dal  (United)
2514,SRINIVASAPURADA SRINIVASABABU PAVAGADA,Independent
2515,AMRUTH RAJA.,Independent
2516,GOVIND MAKTHAPPA KARJOL,Bharatiya Janata Party
2517,DR M.P. DARAKESWARAIAH,Independent
2518,MANJUNATHA SWAMY T,Independent
2519,RAMESH NAIK .T.,Uttama Prajaakeeya Party
2520,SUDHAKARA .R,Independent
2521,BHUTHARAJA. V.S.,Independent
2522,NAGARAJAPPA,Independent
2523,B.N.CHANDRAPPA,Indian National Congress
2524,TULASI.H,Independent
2525,GANESH.,Independent
2526,"B. VENKATESHA, SHILPI",Independent
2527,RAGHU KUMAR .S,Independent
2528,B.T. RAMASUBBAIAH,Indian Movement Party
2529,SHABAREESH.,Karunada Sevakara Party
2530,K  NARASHIMAMURTHY,Independent
2531,ASHOKA CHAKRAVARTHI,Bahujan Samaj Party
2532,NARASIMHARAJU. C.N.,Karnataka Rashtra Samithi
2533,SUJATHA .D.,Socialist Unity Centre Of India (COMMUNIST)
2534,RANGANATHA. R.S,Independent
2535,S.P. MUDDAHANUMEGOWDA,Indian National Congress
2536,R. PUSHPA,Independent
2537,PRADEEP KUMAR DODDAMUDDEGOWDA,Karnataka Rashtra Samithi
2538,MALLIKARJUNAIAH,Independent
2539,J.K. SAMI,Independent
2540,H.L. MOHAN KUMAR,Independent
2541,DR. H.B.M. HIREMATH,Kannada  Paksha
2542,NEELAKANTESHA. H S,Independent
2543,RAJASIMHA J. N.,Bahujan Samaj Party
2544,V. SOMANNA,Bharatiya Janata Party
2545,BASAVARAJU. H.R,National Maha Sabha Party
2546,B. DEVARAJ,Independent
2547,KAPANIGOWDA.,Independent
2548,S.N. SWAMY,Socialist Unity Centre Of India (COMMUNIST)
2549,SIDDARAMEGOWDA T. B,Independent
2550,R. NARAYANAPPA,Independent
2551,PRAKASH. R.A. JAIN,Independent
2552,RANJITHA. N,Independent
2553,S.ARVIND,Independent
2554,CHANDAN GOWDA. K,Independent
2555,VENKATARAMANE GOWDA (STAR CHANDRU),Indian National Congress
2556,H.D. REVANNA,Purvanchal Mahapanchayat
2557,H.D. KUMARASWAMY,Janata Dal  (Secular)
2558,CHANDRASHEKARA. K.R (CHANDRU KEELARA),Karnataka Rashtra Samithi
2559,RAMAIAH. D,Independent
2560,SHIVASHANKARA. S,Bahujan Samaj Party
2561,N.BASAVARAJU,Independent
2562,LOKESHA. S (AARYA LOKESH),Uttama Prajaakeeya Party
2563,CHANNAMAYIGOWDA,Independent
2564,BUDAYYA. B.P,Karunaadu Party
2565,BEERESH. C.T (SAINIKA BEERESH),Independent
2566,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Bharatiya Janata Party
2567,AMBEDKAR. C. J,Independent
2568,A. G. RAMACHANDRA RAO,Secular Democratic Congress
2569,KADAMBA NAA AMBARISH,Karnataka Jantha Paksha
2570,DR. H. M. NANJUNDASWAMY,Samajwadi Janata Party(Karnataka)
2571,RAJU,Independent
2572,DARSHAN K PONNETI,Independent
2573,CHRISTOPHER RAJ KUMAR,Independent
2574,M. LAKSHMANA,Indian National Congress
2575,HARISH GOWDA,Socialist Party (India)
2576,RAMAMURTHY. M,Independent
2577,RANGASWAMY. M,Independent
2578,PRAJAKEEYA LEELA SHIVAKUMAR,Uttama Prajaakeeya Party
2579,A. S. SATHISH,Independent
2580,H. K. KRISHNA,Karunaadu Party
2581,P. S. YADURAPPA,Independent
2582,M. S. PRAVEEN,Karnataka Rashtra Samithi
2583,COMRADE SUNIL T. R,Socialist Unity Centre Of India (COMMUNIST)
2584,PRASANNA KUMAR.B,Karnataka Praja Party (RaithaParva)
2585,C.M.KRISHNA,Dr. Ambedkar People's Party
2586,NINGARAJ.G,Independent
2587,M.KRISHNA MURTHY,Bahujan Samaj Party
2588,H.K.SWAMY HARADANAHALLI,Independent
2589,BALARAJ.S,Bharatiya Janata Party
2590,SUNIL BOSE,Indian National Congress
2591,G.D.RAJAGOPAL (H.D.KOTE),Independent
2592,MAHADEVASWAMY B M (PAMPI),Independent
2593,KADAMBA. NAA. AMBARISH,Independent
2594,KANDALLI MAHESH,Karnataka Rashtra Samithi
2595,PATAS PRADEEP KUMAR.M,Independent
2596,SUMA.S,Socialist Unity Centre Of India (COMMUNIST)
2597,NINGARAJU.S,Karnataka Jantha Paksha
2598,SURESH M N,Independent
2599,NARASIMHAMURTHY J P,Independent
2600,DEVARAJU M C,Independent
2601,N KRISHNAPPA,Pyramid Party of India
2602,HEMAVATHI K,Socialist Unity Centre Of India (COMMUNIST)
2603,H V CHANDRASHEKAR,Viduthalai Chiruthaigal Katchi
2604,DR C N MANJUNATH,Bharatiya Janata Party
2605,D K SURESH,Indian National Congress
2606,VASIST J,Country Citizen Party
2607,MAHAMAD MUSADIK PASHA,Karnataka Rashtra Samithi
2608,C N MANJUNATHA,Bahujan Bharat Party
2609,KUMAR L,Bharatiya Prajagala Kalyana Paksha
2610,SURESH S,Karunaadu Party
2611,J T PRAKASH,Independent
2612,ABHISHEK K,Uttama Prajaakeeya Party
2613,MOHAMMAD DASTAGEER,Young Star Empowerment Party
2614,PARASAPPA BHEEMAPPA GAJJERI,Rani Chennamma Party
2615,DILIP KUMAR I.S.,Independent
2616,SHOBHA,Independent
2617,Y.R.KALLESHWARI,Samajwadi Janata Party(Karnataka)
2618,H.R.NATARAJ,Independent
2619,PROFESSOR M.V RAJEEV GOWDA,Indian National Congress
2620,K.M.MAHADEVA,Independent
2621,HEBBAL VENKATESH.J,Republican Party of India (A)
2622,K.V.NANJUNDASWAMY,Independent
2623,"GLOBE STAR J. JAI SIMHA VARMA, B E.",Gareeb Aadmi Party
2624,UDAYA SHANKAR.G,Prahar Janshakti Party
2625,KRISHNAIAH,Rashtriya Samaj Dal (R)
2626,GOVINDAIAH,Bahujan Samaj Party
2627,BHASKAR ANKALAMADUGU SHIVAREDDY,Independent
2628,SHOBHA KARANDLAJE,Bharatiya Janata Party
2629,SUDHA.  V,Independent
2630,LAKSHMI SRIHARI.J.N.,Independent
2631,SHOBAN BABU  V,Indian Labour Party (Ambedkar Phule)
2632,SANTHOSH M,Uttama Prajaakeeya Party
2633,SHIVAKUMAR. B,Karnataka Rashtra Samithi
2634,NIRMALA H.L,Socialist Unity Centre Of India (COMMUNIST)
2635,KARTHIK. K,Voters Independent Party
2636,RUMAN SHARIFFE,Independent
2637,MURUGESH. R,Independent
2638,ABHAYA SHEELA.,Rashtriya Samaj Dal (R)
2639,WHITEFIELD MURUGESH .C,Republican Party of India (Karnataka)
2640,SATISH CHANDRA. M.,Bahujan Samaj Party
2641,SYED ASIF BUKHARI,Independent
2642,P C MOHAN,Bharatiya Janata Party
2643,YALLAPPA.,Independent
2644,SURESH BABU. M. C,Uttama Prajaakeeya Party
2645,T.R. JAGANNATHA RAO,Bharatiya Prajagala Kalyana Paksha
2646,MANSOOR ALI KHAN,Indian National Congress
2647,B. KRISHNA PRASAD,"Proutist Bloc, India"
2648,UMA. V.,Independent
2649,MUKTHAR ALI KHAN,Karnataka Karmikara Paksha
2650,S. M. KRISHNA,Independent
2651,RANJITH VISHWA,Samajwadi Janata Party(Karnataka)
2652,K. MANJUNATHA,Independent
2653,H. P. SHIVAPRAKASH,Socialist Unity Centre Of India (COMMUNIST)
2654,MODI SAIFULLA,Independent
2655,VASANTH KUMAR ERAPPA,Independent
2656,JAYALAKSHMI SUNDARA RAJAN,Independent
2657,C.M. SHABAZ KHAN,Young Star Empowerment Party
2658,PRAKASH. K,Karnataka Rashtra Samithi
2659,ARUN PRASAD.A,Bahujan Samaj Party
2660,VATAL NAGARAJ,Kannada Chalavali Vatal Paksha
2661,KARAVALI MANJUNATH. BE,Rashtriya Samaj Dal (R)
2662,SOWMYA REDDY,Indian National Congress
2663,V.RAJKUMAR VCK,Independent
2664,A . RAJ.,Independent
2665,TEJASVI SURYA,Bharatiya Janata Party
2666,K. C. JANARDHAN,Independent
2667,DR.R.SHEKAR THIRUMAVALVAN,Independent
2668,KANTHAKUMAR.R.,Independent
2669,TINTISHA HEMACHANDRA SAGAR,Independent
2670,ASGAR A MOHIN.S.M.,Independent
2671,RANJITH GOWDA,Independent
2672,JAYAPAL.D,Independent
2673,TEJASWINI DHANANJAY,Independent
2674,SUBRAHMANYA KUMAR KUNTIKANAMATA,Independent
2675,BALAKRISHNA.M.,Uttama Prajaakeeya Party
2676,KEMPEGOWDA,Navabharath Sena
2677,C M. SHABAZ KHAN,Young Star Empowerment Party
2678,CHETAN CHAMAN,Country Citizen Party
2679,RAGHUPATHI BHAT,Karnataka Rashtra Samithi
2680,DR HARISH GOWDA,Independent
2681,VENKATESHMURTHY.V,Uttama Prajaakeeya Party
2682,RAJA REDDY,Independent
2683,G N. KODANDAREDDY,Independent
2684,G.N. VENKATESH B.A.L.L.B,Independent
2685,VALASAPALLI UTAPPA,Independent
2686,SANDESH.G,Independent
2687,CHANDRASHEKAR. H.C,Independent
2688,V.N. NARASIMHAMURTHY VADIGERE,Independent
2689,T.R. NARAYANA RAO,Indian Labour Party (Ambedkar Phule)
2690,T VENKATA SIVUDU,Independent
2691,DR.K.SUDHAKAR,Bharatiya Janata Party
2692,"C.V.  LOKESH GOWDA, B.E",Independent
2693,NAGESH. S,Digvijaya Bharatha Party
2694,DEVARAJ CORONA WARRIOR,Independent
2695,M.S. RAKSHA RAMAIAH,Indian National Congress
2696,D. SUDHAKARA,Independent
