Candidate_ID,Candidate_Name,Party_Name
3473,VILAS SHRIPAT KHADSE,Independent
3474,RIDDHESHWAR ANANDRAO BELEY,Republican Party of India (A)
3475,SIDDHARTH GADIJI PATIL,Peoples Party of India (Democratic)
3476,AJAY BAKARAM CHAVAN,Independent
3477,ARVIND SHIVAJI TANDEKAR,Independent
3478,LAROKAR SURESH PUNDLIK,Independent
3479,SUNIL UTTAMRAO SALVE,Independent
3480,ADV BHIMRAO SHENDE,Bahujan Republican  Socialist Party
3481,SANJAY VASANTRAO BORKAR,Maharashtra Vikas Aghadi
3482,BHOJRAJ TUKARAM SARODE,Jay Vidarbha Party
3483,SUBHASH LOKHANDE,Independent
3484,GOWARDHAN DEORAO KUMBHARE,Viro Ke Vir Indian Party
3485,KISHORE  UTTAMRAO GAJBHIYE,Independent
3486,ROSHANI ATUL GAJBHIYE,Gondvana Gantantra Party
3487,GAIKWAD MANJUSHA SACHIN,Akhil Bhartiya Parivar Party
3488,Shyamkumar (Babalu) Daulat Barve,Indian National Congress
3489,SANDIP SAHADEO MESHRAM,Bahujan Samaj Party
3490,VILAS GANESH ZODAPE,Independent
3491,RAJU DEONATH PARVE,Shiv Sena
3492,SANVIDHAN G LOKHANDE,Baliraja Party
3493,ASHISH BHAURAO SARODE,Bhim Sena
3494,SHANKAR CHINTAMAN CHAHANDE,Vanchit Bahujan  Aaghadi
3495,UMESH RAJU  KHADSE,Rashtra Samarpan Party
3496,ADV ULHAS SHALIKRAM DUPARE,Independent
3497,GOWARDHAN NAMDEO SOMDEVE,Independent
3498,PRAMOD SHRIPAT KHOBRAGADE,Ambedkarite Party of India
3499,TEKRAJ BELKHODE,Independent
3500,PRAFUL MANIKCHAND BHANGE,Independent
3501,FAHIM SHAMIM KHAN,Minorities Democratic Party
3502,SURAJ BALRAM MISHRA,Kunbi Bahujan Sawrajya Party
3503,SUSHIL PATIL,Independent
3504,GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party
3505,YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,Bahujan Samaj Party
3506,GARUDADRI ANAND KUMAR,Independent
3507,GARUDADRI ANAND KUMAR,Akhil Bhartiya Parivar Party
3508,SUNIL WANKHEDE,Rashtra Samarpan Party
3509,DHANU WALTHARE,Independent
3510,KIVINSUKA VIRENDRA SURYAVANSHI,Desh Janhit Party
3511,NITIN JAIRAM GADKARI,Bharatiya Janata Party
3512,ADV. SANTOSH RAMKRISHNA LANJEWAR,All India Forward Bloc
3513,ADARSH RAVISHANKAR THAKUR,Independent
3514,VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party
3515,SACHIN RAMKRUSHNARAO WAGHADE,Independent
3516,SHRIDHAR NARAYAN SALVE,Bhim Sena
3517,VINAYAK BHAURAO AWCHAT,Independent
3518,VIKAS THAKRE,Indian National Congress
3519,BABITA RAJU AWASTHI,Independent
3520,SANTOSH TULSHIRAM CHAVHAN,Independent
3521,SAHIL BALCHAND TURKAR,Independent
3522,NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST)
3523,DIPAK LAXMANRAO MASKE,Bahujan Maha Party
3524,VIJAY MANKAR,Ambedkarite Party of India
3525,DR. PRASHANT YADAORAO PADOLE,Indian National Congress
3526,BENIRAM RAMCHAND FULBANDHE,Independent
3527,DEVILAL SUKHRAM NEPALE,Peoples Party of India (Democratic)
3528,KUMBHALKAR SANJAY BHAIYY,Bahujan Samaj Party
3529,SANJAY GAJANAN KEWAT,Vanchit Bahujan  Aaghadi
3530,PRADEEP  DHOBALE,Independent
3531,AJAYKUMAR BHARTIYA,Akhil Bhartiya Parivar Party
3532,SUNIL BABURAO MENDHE,Bharatiya Janata Party
3533,TULSIRAM URKUDA GEDAM,Independent
3534,VILAS BABURAO LENDE,Lok Swarajya Party
3535,SEWAKBHAU NIRDHAN WAGHAYE,Independent
3536,ITWALE SHARAD MARTAND,Independent
3537,SURYAKIRAN ISHWAR NANDAGAWALI,Independent
3538,CHAITRAM DASHARATH KOKASE,Independent
3539,AJAYKUMAR BHARTIYA,Independent
3540,SUMIT VIJAY PANDE,Independent
3541,VIRENDRAKUMAR KASTURCHAND JAISWAL,Independent
3542,VILAS JIYALAL RAUT,Independent
3543,DR. AKASH MADHUKAR JIBHAKATE,Independent
3544,KODAPE VILAS SHAMARAO,Independent
3545,BARIKRAO DHARMAJI MADAVI,Independent
3546,DR. KIRSAN  NAMDEO,Indian National Congress
3547,ASHOK  MAHADEORAO NETE,Bharatiya Janata Party
3548,SUHAS UMESH KUMRE,Bhim Sena
3549,KARAN SURESH SAYAM,Independent
3550,GONNADE  YOGESH  NAMDEORAO,Bahujan Samaj Party
3551,HITESH PANDURANG MADAVI,Vanchit Bahujan  Aaghadi
3552,DHIRAJ PURUSHOTTAM SHEDMAKE,Janseva Gondwana Party
3553,BARIKRAO DHARMAJI MADAVI,Bahujan Republican  Socialist Party
3554,VINOD GURUDAS MADAVI,Independent
3555,DIWAKAR HARIJI URADE,Independent
3556,SANJAY NILKANTH GAWANDE,Independent
3557,VIKAS UTTAMRAO LASANTE,Sanman Rajkiya Paksha
3558,VANITA JITENDRA RAUT,Akhil Bharatiya Manavata Paksha
3559,NAMDEO MANIKRAO SHEDMAKE,Gondvana Gantantra Party
3560,RAJENDRA HARISHCHANDRA RAMTEKE,Bahujan Samaj Party
3561,VIDYASAGAR KALIDAS KASARLAWAR,Bhim Sena
3562,SEWAKDAS KAWDUJI BARKE,Peoples Party of India (Democratic)
3563,BELE RAJESH WARLUJI,Vanchit Bahujan  Aaghadi
3564,MILIND PRALHAD DAHIWALE,Independent
3565,PURNIMA DILIP GHONMODE,Bahujan Republican  Socialist Party
3566,ASHOK RANAJI RATHOD,Jay Vidarbha Party
3567,MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party
3568,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress
3569,AWACHIT SHAMRAO SAYAM,Janseva Gondwana Party
3570,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic)
3571,NUR ALI MAHEBUB ALI SHAH,Independent
3572,DIKSHANT NAMDEVRAO SAWAIKAR,Independent
3573,RAMDAS BAJIRAO GHODAM,Independent
3574,HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party
3575,AMOL KOMAWAR,Hindrashtra Sangh
3576,PRO KISAN RAMRAO AMBURE,Independent
3577,GOKUL PREMDAS CHAVHAN,Independent
3578,DR ARJUNKUMAR SITARAM RATHOD,Independent
3579,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena
3580,VINOD PANJABRAO NANDAGAVALI,Independent
3581,SANGITA DINESH CHAVHAN,Independent
3582,DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha
3583,SANJAY UTTAMRAO DESHMUKH,ShivSena (Uddhav Balasaheb Thackeray)
3584,MANOJ MAHADEORAO GEDAM,Independent
3585,SANDIP SAMPAT SHINDE,Independent
3586,ANIL JAYRAM RATHOD,Samnak Janta Party
3587,DEVSARKAR VARSHA SHIVAJIRAO,Bahujan Mukti Party
3588,SATTAR PATHAN,Independent
3589,SUNIL DASHARATH INGOLE,Bhim Sena
3590,AMBADAS SUKAJI GADE,Independent
3591,MAHESH KAILAS NAPTE,Independent
3592,SUNIL MOTIRAM GAJBHAR,Independent
3593,BABURAO ANANDRAO KADAM,Independent
3594,VIJAY RAMJI GABHANE,Communist Party of India  (Marxist)
3595,DEWJI GANGARAM ASOLE,Independent
3596,DATTA SHRIKRISHNA SURYAWANSHI,Independent
3597,VIJAY DNYANBA RAUT,Independent
3598,BHAWAR GOVINDRAO FULAJI,Independent
3599,SARJERAO NIVRUTTI KHANDARE,Independent
3600,DR. B. D. CHAVHAN,Vanchit Bahujan  Aaghadi
3601,ADV. RAMRAO ATMARAM JUMBADE,Independent
3602,PRAKASH MASARAM RANVIR,Republican Party of India (A)
3603,TRISHALA MILIND KAMBLE,Bahujan Samaj Party  (Ambedkar)
3604,RAMPRASAD NARAYAN BANGAR,Independent
3605,ADV. SHIVAJIRAO JADHAV,Independent
3606,VISHVANATH BHAURAO FALEGAONKAR,Independent
3607,A. KADIR MASTAN SAYYED (GOREGAONKAR),Independent
3608,GAJANAN DHONDBA DAL,Bahujan Samaj Party
3609,HEMANT RADHAKISHAN KANAKE,Rashtriya Kisan Bahujan Party
3610,BABURAO KADAM KOHALIKAR,Shiv Sena
3611,ANAND RAJARAM DHULE,Independent
3612,ASHOK PANDURANG RATHOD,Independent
3613,ADV ALTAF AHMED,Indian National League
3614,ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party
3615,ADV RAVI SHINDE,Independent
3616,AASHTIKAR PATIL NAGESH BAPURAO,ShivSena (Uddhav Balasaheb Thackeray)
3617,VASANT KISAN PAIKRAO,Independent
3618,DESHA SHYAM BANJARA,Samnak Janta Party
3619,RAVI RAMDAS JADHAV (SAWANEKAR),Abhinav Bharat Janseva Paksh
3620,NIKHIL LAXMANRAO GARJE,Independent
3621,PANDURANG RAMA ADGULWAR,Bahujan Samaj Party
3622,NAGESH SAMBHAJI GAIKWAD,Independent
3623,SUSHILA NILKANTHRAO PAWAR,Samnak Janta Party
3624,RAHUL SURYAKANT YANGADE,Bahujan Mukti Party
3625,GAJANAN DATTRAMJI DHUMAL,Independent
3626,BHASKAR CHAMPATRAO DOIFODE,Independent
3627,DEVIDAS GOVINDRAO INGLE,Independent
3628,AVINASH VISHWANATH BHOSIKAR,Independent
3629,AVINASH VISHWANATH BHOSIKAR,Vanchit Bahujan  Aaghadi
3630,KAUSAR SULTANA,Indian National League
3631,CHIKHALIKAR PRATAPRAO GOVINDRAO,Bharatiya Janata Party
3632,RATHOD SURESH GOPINATH,Independent
3633,ABDUL RAIS AHEMAD,Desh Janhit Party
3634,RUKMINBAI SHANKARRAO GITE,Bharatiya Praja Surajya Paksha
3635,HARI PIRAJI BOYALE,Bahujan Bharat Party
3636,DNYANESHWAR RAOSAHEB KAPATE,Independent
3637,KALPANA SANJAY GAIKWAD,Independent
3638,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress
3639,LAXMAN NAGORAO PATIL,Independent
3640,KADAM SURAJ DEVENDRA,Independent
3641,JAGDISH LAXMAN POTRE,Independent
3642,MAHARUDRA KESHAV POPLAITKAR,Independent
3643,SAHEBRAO BHIVA GAJBHARE,Independent
3644,PROF. DR. VILAS BANSIDHAR TANGADE,Independent
3645,DASHARATH PRABHKAR RATHOD,Maharashtra Vikas Aghadi
3646,SAYYD ABDUL SATTAR AJIJ,Independent
3647,SHRIRAM BANSILAL JADHAV,Jai Sewalal Bahujan Vikas Party
3648,SHAIKH SALEEM SHAIKH IBRAHIM,Independent
3649,KARBHARI KUNDLIK MITHE,Independent
3650,KISHORE RADHAKISHAN DHAGE,Independent
3651,SAMIR GANESHRAO DUDHGAONKAR,Independent
3652,PANJAB UTTAMRAO DAKH,Independent
3653,PANJAB UTTAMRAO DAKH,Vanchit Bahujan  Aaghadi
3654,DR. GOVARDHAN BHIWAJI KHANDAGALE,Bahujan Bharat Party
3655,ALAMGIR MOHAMMAD KHAN,Bahujan Samaj Party
3656,KISHORKUMAR PRAKASH SHINDE,Independent
3657,SUBHASH DATTARAV JAVLE,Independent
3658,BOBADE SAKHARAM PADEGAONKAR,Independent
3659,KAILAS BALIRAM PAWAR (NAIK),Baliraja Party
3660,DNYANESHWAR JAGANNATH DAHIBHATE,Independent
3661,RAJABHAU SHESHRAO KAKDE,Independent
3662,COMRADE RAJAN KSHIRSAGAR,Communist Party of India
3663,SAYED IRSHAD ALI SAYYED LAYAKH ALI,Social Democratic Party Of India
3664,RAJENDRA RAMDAS ATKAL,Independent
3665,ARJUN DNYANOBA BHISE,Independent
3666,KRUSHNA TRIMBAKRAO PAWAR,Independent
3667,KAMBLE SHIVAJI DEVAJI,Independent
3668,SHAIKH SALEEM SHAIKH IBRAHIM,All India Majlis-E-Inquilab-E-Millat
3669,COMRADE GANPAT BHISE,Independent
3670,ADV. VINOD CHHAGANRAO AMBHORE,Bahujan Mukti Party
3671,VISHNUDAS SHIVAJI BHOSALE,Independent
3672,SANGEETA VYAKANTRAO GIRI,Swarajya Shakti Sena
3673,VIJAY ANNASAHEB THOMBARE,Independent
3674,MUSTAFA MAINODDIN SHAIKH,Independent
3675,JADHAV SANJAY ( BANDU ) HARIBHAU,ShivSena (Uddhav Balasaheb Thackeray)
3676,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha
3677,APPASAHEB OMKAR KADAM,Independent
3678,GOVIND BHAIYYA RAMRAO DESHMUKH,Independent
3679,ANIL MANIKRAO MUDGALKAR,Independent
3680,MUKESH PRABHAT RATHOD,Akhil Bhartiya Parivar Party
3681,BABASAHEB PATIL SHINDE,Independent
3682,BAKALE PRABHAKAR DEVGAN,Vanchit Bahujan  Aaghadi
3683,DIPAK BHIMRAO BORHADE,Samnak Janta Party
3684,DNYANESHWAR DAGDUJI NADE,Independent
3685,ADV. YOGESH DATTU GULLAPELLI,Independent
3686,KALYAN VAIJINATHRAO KALE,Indian National Congress
3687,MANOJ NEMINATH KOLTE,Independent
3688,RATAN ASARAM LANDGE,Independent
3689,TANAJI TUKARAM BHOJANE,Independent
3690,AJHAR ANWAR SAYYAD,Independent
3691,ABDUL RAFIQ ABDUL LATIF,Independent
3692,NIVRUTTI VISHWNATH BANSODE,Bahujan Samaj Party
3693,SHYAM RUSTUMRAO SHIRSATH,Bahujan Republican  Socialist Party
3694,KAMBLE MAROTI DASHARATH,Independent
3695,AHMAD RAHIM SAIKH BAGWAN,Independent
3696,SHAM PAWALS RUPEKAR,Independent
3697,BABASAHEB SANTUKRAO SHELKE,Samata Party
3698,VIKAS CHHAGAN LAHANE,Independent
3699,DANVE RAOSAHEB DADARAO,Bharatiya Janata Party
3700,CHABUKSWAR RAHUL NIRANJAN,Independent
3701,RAJENDRA NAMDEO MAGRE,Independent
3702,BHAGWAN SAHEBRAO REGUDE,Hindustan Janta Party
3703,DHANANJAY RUPRAOJI KAKDE (PATIL),Bharatheeya Jawan Kisan Party
3704,MANGESH SANJAY SABLE,Independent
3705,KADUBA MHATARBA INGLE,Independent
3706,JAGTAP DIPAK GANPAT,Independent
3707,KISHOR AMBADAS DAGALE,Ambedkarite Party of India
3708,GULAB MOHAN BARDE,Prabuddha Republican Party
3709,DHOMSE MALATI RAHUL,Vanchit Bahujan  Aaghadi
3710,ANIL GAWALIRAM BARDE,Independent
3711,TULSHIRAM CHIMAN KHOTARE,Bahujan Samaj Party
3712,DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party
3713,BHARAT ARUN PAWAR,Bahujan Republican  Socialist Party
3714,BABU SADU BHAGRE (SIR),Independent
3715,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party â Sharadchandra Pawar
3716,SACHINRAJE DATTATREYA DEORE,Independent
3717,KOLAPPA HANUMANT DHOTRE,Independent
3718,SUSHAMA ABHIJIT GORANE,Independent
3719,SOPAN NIVRUTTI SOMWANSHI,Independent
3720,GANESH BALASAHEB BORASTE,Independent
3721,CHANDRABHAN AABAJI PURKAR,Independent
3722,BHAGYASHRI NITIN ADSUL,Indian Peoples Adhikar Party
3723,YASHWANT VALU PARDHI,Bhartiya Asmita Party
3724,TILOTTAMA SUNIL JAGTAP,Independent
3725,AMOL SAMPATRAO KAMBLE,Rashtriya Kisan Bahujan Party
3726,SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Independent
3727,KARAN PANDHARINATH GAIKAR,Vanchit Bahujan  Aaghadi
3728,ARUN MADHUKAR KALE,Bahujan Samaj Party
3729,SIDDHESHWARANAND SARASWATI,Independent
3730,DEEPAK GAIKWAD,Independent
3731,JITENDRA NARESH BHABHE (JITENDRA BHAVE),Independent
3732,ARIF USMAN MANSURI,Independent
3733,VAMAN MAHADEV SANGALE,Dharmarajya Paksha
3734,CHANDRAKANT KESHAVRAO THAKUR,Independent
3735,SUDHIR SHRIDHAR DESHMUKH,Independent
3736,DHANAJI ASHOK TOPALE,Independent
3737,GODSE HEMANT TUKARAM,Shiv Sena
3738,KANOJE PRAKASH GIRDHARI,Independent
3739,ADV. ZUNJAR MHASUJI AVHAD,Bahujan Republican  Socialist Party
3740,DARSHANA AMOL MEDHE,Prabuddha Republican Party
3741,KANTILAL KISAN JADHAV,Ambedkarite Party of India
3742,KAILASH MARUTI CHAVAN,Aam Janta Party (India)
3743,JAYSHRI MAHENDRA PATIL,Sainik Samaj Party
3744,KAMLAKAR BALASAHEB GAIKWAD,Dalit Soshit Pichhara Varg  Adhikar Dal
3745,RAJABHAU (PARAG) PRAKASH WAJE,ShivSena (Uddhav Balasaheb Thackeray)
3746,DEVIDAS PIRAJI SARKATE,Vanchit Bahujan  Aaghadi
3747,DEVIDAS PIRAJI SARKATE,Independent
3748,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party
3749,RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi
3750,AMAR KISAN KAVALE,Independent
3751,BHARAT SAMJI VANGA,Bahujan Samaj Party
3752,BHARTI BHARAT KAMDI,ShivSena (Uddhav Balasaheb Thackeray)
3753,COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag)
3754,DINKAR DATTATRAYA WADHAN,Independent
3755,MOHAN BARAKU GUHE,Bharat Adivasi Party
3756,VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan  Aaghadi
3757,MEENA KISHOR BHAD,Independent
3758,RAHUL ASHOK KATHOLE,Independent
3759,CHANDRAKANT RAMBHAJI MOTE,Independent
3760,MUMATAZ ABDULSATTAR ANSARI,Bahujan Samaj Party
3761,KHAN MOHD AKARAM ABDUL HANAN,All India Majlis-E-Ittehadul Muslimeen
3762,SURESH SITARAM MHATRE,Independent
3763,SURESH PANDAGALE,Apni Prajahit Party
3764,KAPIL MORESHWAR PATIL,Bharatiya Janata Party
3765,MILIND KASHINATH KAMBLE,Independent
3766,MOHD. KALEEM ANSARI,Peoples Party of India (Democratic)
3767,AAPPA - VISHAL VIJAY MORE,Independent
3768,SAIFAN CHAND PATHAN,Bhartiya Manavta Party
3769,HARSHAD RAMESH MHATRE,Independent
3770,MUTKIRI SHANKAR NAGESH,Independent
3771,WASEEM TUFAIL SIDDIQUI,Independent
3772,RANJANA RAVI TRIBHUWAN,Independent
3773,JAHID MURABTAR ANSARI,Independent
3774,DANISH EZAZ AH. SHAIKH,Bahujan Maha Party
3775,SONALI ASHOK GANGAWANE,Independent
3776,BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party â Sharadchandra Pawar
3777,KAPIL JAYHIND PATIL,Independent
3778,MANOJ GOVAR TURE,Independent
3779,MANISHA SANTOSH GONDHALE,Independent
3780,KANCHAN VINAYAK VAKHARE,New Rashtriya Samaj Party
3781,PROF. AMEERUL HASAN SAYYED,Independent
3782,TARA PINTYA WAGHE,Independent
3783,NILESH BHAGWAN SAMBARE,Independent
3784,ASHOK BHIKU BAHADARE,Sanyukt Bharat Paksh
3785,AMRISH RAJ MORAJKAR,Independent
3786,HINDURAO DADU PATIL,Rashtriya Maratha Party
3787,NAFIS AHMAD ANSARI,Independent
3788,AJAY SHYAM MORYA,Independent
3789,PRASHANT RAMESH INGLE,Bahujan Samaj Party
3790,ABHIJIT WAMANRAO BICHUKALE,Independent
3791,GAWALI PRAVIN SHIVAJI,Apni Prajahit Party
3792,POONAM JAGANNATH BAISANE,Bahujan Republican  Socialist Party
3793,SALIMUDDIN KHALILUDDIN SHAIKH,Independent
3794,DNYANESHWAR LOKHANDE MAHARAJ,Independent
3795,MO. SAHABUDDIN SHAIKH SULEMANI THAKUR,Vanchit Bahujan  Aaghadi
3796,ARUN BHAURAO NITURE,Rashtriya Kisan Bahujan Party
3797,ARUN VAMAN JADHAV,Independent
3798,ADV. HITESH JAIKISHAN JESWANI,Independent
3799,SHRIKANT SHIVAJI VANJARE,Peoples Party of India (Democratic)
3800,MOHAMMAD YUSUF KHAN,Independent
3801,ASHWINI AMOL KENDRE,Independent
3802,DR SHRIKANT EKNATH SHINDE,Shiv Sena
3803,PRAJAKTA NILESH YELVE,Independent
3804,SAMBHAJI JAGANNATH JADHAV,Sanyukt Bharat Paksh
3805,SHIVA KRISHNAMURTI IYER,Independent
3806,VAISHALI DAREKAR - RANE,ShivSena (Uddhav Balasaheb Thackeray)
3807,RAKESH KUMAR DHISULAL JAIN,Independent
3808,DR. SACHIN SAHEBRAO PATIL,Independent
3809,AMIT UPADHYAY,Right to Recall Party
3810,SUSHILA KASHINATH KAMBLE,Bahujan Samaj Party  (Ambedkar)
3811,IRFAN IBRAHIM SHAIKH,Independent
3812,RAJAN BABURAO VICHARE,ShivSena (Uddhav Balasaheb Thackeray)
3813,SALIMA MUKTAR VASANI,Bahujan Maha Party
3814,SAWALE DATTATRAY SITARAM,Independent
3815,MUKESH KAILASNATH TIWARI,Bhim Sena
3816,SANJAY MANOHAR MORE,Independent
3817,SANTOSH BHIKAJI BHALERAO,Bahujan Samaj Party
3818,NARESH GANPAT MHASKE,Shiv Sena
3819,SIDDHANT CHHABAN SHIRSAT,Independent
3820,PRAMOD ANANDRAO DHUMAL,Independent
3821,ADV. GURUDEV NARSINGH SURYAWANSHI,Independent
3822,BHANWARLAL KHETMAL MEHTA,Hindu Samaj Party
3823,UTTAM KISANRAO TIRPUDE,Peoples Party of India (Democratic)
3824,KHAJASAB RASULSAB MULLA,Independent
3825,VIJAY DNYANOBA GHATE,Republican Bahujan Sena
3826,RAJIV KONDIBA BHOSALE,Independent
3827,RAJENDRA RAMCHANDRA SANKHE,Bharatheeya Jawan Kisan Party
3828,SURENDRAKUMAR K. JAIN,Independent
3829,CHANDRAKANT VITTHAL SONAWANE,Independent
3830,RAHUL JAGBIRSINGH MEHAROLIYA,Bahujan Republican  Socialist Party
3831,ARCHANA DINKAR GAIKWAD,Independent
3832,JHA SUBHASH CHANDRA,Sardar Vallabhbhai Patel Party
3833,DR. PIYUSH K. SAXENA,Independent
3834,MALLIKARJUN SAYBANNA PUJARI,Independent
3835,LAXMAN YELLPPA KURADE,Independent
3836,ALIEK SUNDER MESHRAM,Bharatiya Mulnivasi Aazad Party
3837,MUNNALAL GAJRAJ PRAJAPATI,Independent
3838,SANJAY MAFATLAL MORAKHIA,Independent
3839,DIPTI ASHOK WALAWALKAR,Independent
3840,GURUDAS RAMDAS KHAIRNAR,Independent
3841,RAIS DOCTOR,Bahujan Samaj Party
3842,ADVOCATE KAPIL K. SONI,Independent
3843,PANDEY DHARMENDRA RAMMURAT,Independent
3844,ADV. SONAL DIWAKAR GONDANE,Vanchit Bahujan  Aaghadi
3845,DEEPALI BHAWARSING SHEKHAWAT,Maharashtra Vikas Aghadi
3846,COMRADE JAYRAM VISHWAKARMA,Socialist Unity Centre Of India (COMMUNIST)
3847,BHUSHAN PATIL,Indian National Congress
3848,RAVI BABU GAVLI,Samata Party
3849,BIPIN BACHUBHAI SHAH,Hindu Samaj Party
3850,SAYED ZULFIQAR ALAM,Bahujan Maha Party
3851,KAMLESH DAYABHAI VYAS,Sardar Vallabhbhai Patel Party
3852,JAEENDRA VASANT SURVE,Bharatheeya Jawan Kisan Party
3853,PIYUSH GOYAL,Bharatiya Janata Party
3854,RAJESH RAMKISAN MALLAH,Bahujan Samaj Party
3855,BALA VENKATESH VINAYAK NADAR,Aapki Apni Party (Peoples)
3856,SAMEER MORE,Independent
3857,RAVINDRA DATTARAM WAIKAR,Shiv Sena
3858,SUNIL BHIMA CHAVAN,Independent
3859,HARISHANKAR YADAV,Samaj Vikas Kranti Party
3860,ADV MITESH VARSHNEY,Bhim Sena
3861,ADVOCATE KAPIL KANTILAL SONI,Independent
3862,ADV MITESH VARSHNEY,Independent
3863,MANOJ SHRAVAN NAYAK,Right to Recall Party
3864,ADV. SANJEEVKUMAR APPARAV KALKORI,Independent
3865,SANTOSH MANIK RAYBAN,Independent
3866,GAJANAN TUKARAM SONKAMBLE,Independent
3867,HRUDA DHANANJAY SHINDE,Independent
3868,SARIKA DABRAL,India Greens Party
3869,SUSHMA DAYANAND MEHTA,Independent
3870,PARMESHWAR ASHOK RANSHUR,Vanchit Bahujan  Aaghadi
3871,ADV. LATA PANDURANG SHINDE,Independent
3872,AMOL GAJANAN KIRTIKAR,Shiv Sena (Uddhav Balasaheb Thackeray)
3873,AMOL GAJANAN KIRTIKAR,ShivSena (Uddhav Balasaheb Thackeray)
3874,ARORA SURINDER MOHAN,Bharat Jan Aadhar Party
3875,BHARAT KHIMJI SHAH,Hindu Samaj Party
3876,ROHAN SATONE,Independent
3877,SANJAY PATIL,Independent
3878,VIDYA NAIK,Independent
3879,DAULAT KADAR KHAN,Vanchit Bahujan  Aaghadi
3880,SANJAY B. PATIL,National People's Party
3881,MOHAMMED AHMED SHAIKH,Independent
3882,NANDESH VITHAL UMAP,Bahujan Samaj Party
3883,MOHAMMAD ARMAN MOHAMMAD WASI KHAN,Rashtriya Janhit Sangharsh Party
3884,PROF. DR. PRASHANT GANGAWANE,Desh Janhit Party
3885,DATTATRAY ARJUN UTEKAR,Bharatheeya Jawan Kisan Party
3886,SANJU MARUTI PAWAR,Maharashtra Vikas Aghadi
3887,BANSODE DILIP,Independent
3888,COMRADE SURENDRA SIBAG,All India Forward Bloc
3889,SHAHAJI  NANAI THORAT,Independent
3890,SANJAY SAOJI DESHPANDE,Republican Party of India
3891,BHOPINDER SINGH SAINI,Viro Ke Vir Indian Party
3892,PREM RAMAPATI GUPTA,Independent
3893,SANJAY DINA PATIL,ShivSena (Uddhav Balasaheb Thackeray)
3894,BHAWANI H. CHOUDHARY,Sardar Vallabhbhai Patel Party
3895,DR. SUSHMA MAURYA,Independent
3896,MIHIR CHANDRAKANT KOTECHA,Bharatiya Janata Party
3897,MUSHTAQUE HAIDER SHAIKH,Independent
3898,HAYATULAH ABDULAH SHAIKH,Akhil Bharatiya Muslim League (Secular)
3899,ABDUL TAHIR ADVOCATE BABLU RAJNIKANT,Independent
3900,ADV UTTAMKUMAR NAKUL SAJANI SAHU,Independent
3901,RAMZAN ALI CHAUDHARY,All India Majlis-E-Ittehadul Muslimeen
3902,AYYUB AMIN HUNGUND,Bahujan Samaj Party
3903,AJAZ MOHAMMAD SAFI KHAN,Independent
3904,NARENDRA MISHRA,Independent
3905,RAJESH MOHAN LOKHANDE,Independent
3906,SANDEEP BHAU RAMCHANDRA JADHAV,Independent
3907,RAMA ARUN SABLE,Independent
3908,ADV UJWAL NIKAM,Bharatiya Janata Party
3909,NAZMAKHATHUN MOHAMMED ZAFAR KHAN,Independent
3910,SHANTARAM S DIGHE,Independent
3911,YUNUSALI RASHID MULLA,Independent
3912,KURBAN SHAHADAT HUSAIN,Rashtriya Ulama Council
3913,SHAUKAT ABDUL RAFIQ KHAN,Insaniyat Party
3914,KHAN ABBAS AHMED,Bahujan Maha Party
3915,DR GAFFAR IBRAHIM SAYED,Independent
3916,SANTOSH GANPAT AMBULGE,Vanchit Bahujan  Aaghadi
3917,ANSON THOMAS,People's Party of India(secular)
3918,HARSHADA BABURAV JADHAV,Maharashtra Vikas Aghadi
3919,DR ADV YASHWANT RAMBHAU KASBE,Bhartiya Jan Vikas Aaghadi
3920,ADV ASIF ALI SIDDIQUIE,Independent
3921,MUZAFAR ALI SHAIKH,Independent
3922,GAIKWAD VARSHA EKNATH,Indian National Congress
3923,ADV FEROZ SHAIKH,Independent
3924,VIVEK YESHWANT PATIL,Independent
3925,ASHWINI KUMAR PATHAK,Independent
3926,SAEED CHOUDHARY,Social Democratic Party Of India
3927,KARAM HUSSAIN KITABULLAH KHAN,Peace Party
3928,VIDHYASAGAR ALIAS SURESH BHIMRAO VIDHYAGAR,Bahujan Samaj Party
